"label","target","source"
"Kocham cię, ale wybieram ciemność","Claire Vaye Watkins","„Esquire”"
"Kocham cię, ale wybieram ciemność","Claire Vaye Watkins","„The Chicago Review of Books”"
"Kocham cię, ale wybieram ciemność","Claire Vaye Watkins","„Harper’s Bazaar”"
"Kocie chrzciny","Małgorzata Sidz","Ilona Wiśniewska"
"Koczownicy","Nenad Veličković","Dubravka Ugresic"
"Koczownicy","Nenad Veličković","Miljenko Jergović"
"Koczownicy","Nenad Veličković","Super Express"
"Koczownicy","Nenad Veličković","Magdalena Bożko"
"Koczownicy","Nenad Veličković","Stanisław Łubieński"
"Koczownicy","Nenad Veličković","Paulina Wilk"
"Kolaboracja","Ben Urwand","„New York Times”"
"Kolaboracja","Ben Urwand","„Daily Mail”"
"Kolaboracja","Ben Urwand","„Los Angeles Magazine”"
"Kolekcja namiętności","Natalka Śniadanko","Marta Cuber"
"Kolekcja namiętności","Natalka Śniadanko","Jurij Andruchowycz"
"Kolekcja namiętności","Natalka Śniadanko","Paweł T. Felis"
"Kolekcja namiętności","Natalka Śniadanko","Marta Dvořák"
"Kolekcja namiętności","Natalka Śniadanko","Magdalena Walusiak"
"Kolekcja namiętności","Natalka Śniadanko","Aleksandra Hnatiuk"
"Kolekcja namiętności","Natalka Śniadanko","Karolina Rodzaj"
"Koliste jeziora Białorusi","Mateusz Marczewski","Małgorzata Szejnert"
"Komu ukazał się wiatr?","Carson McCullers","Tennessee Williams"
"Komu ukazał się wiatr?","Carson McCullers","Diana Trilling"
"Komu ukazał się wiatr?","Carson McCullers","V. S. Pritchett"
"Komu ukazał się wiatr?","Carson McCullers","Richard Wright"
"Komu ukazał się wiatr?","Carson McCullers","„The New York Times”"
"Kontrakt Paganiniego","Lars Kepler","„Arbetarbladet”"
"Kontrakt Paganiniego","Lars Kepler","Göteborgsposten"
"Koronkowa robota","Cezary Łazarewicz","Jacek Dehnel"
"Koszty życia","Deborah Levy","Yiyun Li"
"Koszty życia","Deborah Levy","„The Evening Standard”"
"Koszty życia","Deborah Levy","Dani Shapiro"
"Koszty życia","Deborah Levy","Marina Warner"
"Koszty życia","Deborah Levy","Alexandra Schwartz, „The New Yorker”"
"Koszty życia","Deborah Levy","Lily Meyer, National Public Radio"
"Koszty życia","Deborah Levy","„Time”"
"Koszty życia","Deborah Levy","„The Independent”"
"Kownacka","Olga Szmidt","prof. Grzegorz Leszczyński"
"Kraj niespokojnego poranka","Roman Husarski","dr Oskar Pietrewicz, Polski Instytut Spraw Międzynarodowych"
"Kraj utracony","Göran Rosenberg","Maciej Zaremba"
"Kraj utracony","Göran Rosenberg","Konstanty Gebert"
"Kraj utracony","Göran Rosenberg","„Dagens Nyheter”"
"Kraj utracony","Göran Rosenberg","„Expressen”"
"Kraj utracony","Göran Rosenberg","„Aftonbladet”"
"Kraj z Księżyca","Michael Moran","Guardian"
"Kraj z Księżyca","Michael Moran","Sunday Times"
"Kraj z Księżyca","Michael Moran","The Observer"
"Kraj z Księżyca","Michael Moran","The Good Book Guide"
"Krasnoludki nie przyjdą","Sara Shilo","Justyna Bargielska"
"Krasnoludki nie przyjdą","Sara Shilo","Joanna Bator"
"Krasnoludki nie przyjdą","Sara Shilo","Dror Burstein"
"Krasnoludki nie przyjdą","Sara Shilo","„The Independent”"
"Krasnoludki nie przyjdą","Sara Shilo","„The Times”"
"Krawędź","Lidia Yuknavitch","Weronika Murek"
"Krew i burza","Hampton Sides","Rafał Księżyk"
"Krew i burza","Hampton Sides","James L. Swanson, „USA Today”"
"Krew i burza","Hampton Sides","Jeffrey Lent, “The Washington Post”"
"Krew i burza","Hampton Sides","„The Washington Post Book World”"
"Krew i burza","Hampton Sides","„San Antonio Express News”"
"Krew i burza","Hampton Sides","N. Scott Momaday „The New York Times”"
"Krew i piękno","Sarah Dunant","„People”"
"Krew i piękno","Sarah Dunant","„The Times”"
"Krew i piękno","Sarah Dunant","BookPage"
"Krew i piękno","Sarah Dunant","„The Sunday Times”"
"Król darknetu","Nick Bilton","Michał Szułdrzyński"
"Król darknetu","Nick Bilton","Brad Stone"
"Król darknetu","Nick Bilton","Steven Pressfield"
"Król darknetu","Nick Bilton","Joshua Cooper Ramo"
"Król darknetu","Nick Bilton","Ashlee Vance"
"Król darknetu","Nick Bilton","Dan Lyons"
"Król darknetu","Nick Bilton","Adam Lashinsky"
"Król kłania się i zabija","Herta Müller","Michael Naumann"
"Król kłania się i zabija","Herta Müller","Simone Dattenberger"
"Król kłania się i zabija","Herta Müller","Andrea Köhler"
"Król kłania się i zabija","Herta Müller","Justyna Sobolewska"
"Król kłania się i zabija","Herta Müller","Grzegorz Sowula"
"Król kłania się i zabija","Herta Müller","Paweł Soszyński"
"Król kłania się i zabija","Herta Müller","Marta Kaźmierska"
"Król kłania się i zabija","Herta Müller","Agata Wiśniewska"
"Król kłania się i zabija","Herta Müller","Krystyna Kofta"
"Król kłania się i zabija","Herta Müller","Aneta Piech"
"Król kłania się i zabija","Herta Müller","Agnieszka Freus"
"Królowa kryptowaluty","Jamie Bartlett","Jędrzej Pasierski"
"Królowie bajek","Leszek K. Talko","Grzegorz Kasdepke"
"Królowie bajek","Karol Vesely","Grzegorz Kasdepke"
"Król Warmii i Saturna","Joanna Wilengowska","Ishbel Szatrawska"
"Kroniki","Bob Dylan","Filip Łobodziński"
"Kroniki","Bob Dylan","Andrzej Stasiuk, fragment Posłowia"
"Kroniki zakopiańskie","Maciej Krupa","Antoni Kroh"
"Kropla oliwy","Simonetta Agnello Hornby","Ewa Wachowicz"
"Kropla oliwy","Simonetta Agnello Hornby","Andrea Camilleri"
"Kropla oliwy","Simonetta Agnello Hornby","„La Repubblica”"
"Krótki podręcznik przekraczania granic","Gazmend Kapllani","Lisa Appignanesi"
"Krótki podręcznik przekraczania granic","Gazmend Kapllani","Kapka Kassabova"
"Krótki przystanek w drodze z Auschwitz","Göran Rosenberg","Michał Sobelman"
"Krótki przystanek w drodze z Auschwitz","Göran Rosenberg","„Dagens Nyheter”"
"Krótki przystanek w drodze z Auschwitz","Göran Rosenberg","„Aftonbladet”"
"Krótki przystanek w drodze z Auschwitz","Göran Rosenberg","„Svenska Dagbladet”"
"Krupówki","Kuba Szpilka","prof. Jacek Leociak"
"Krupówki","Piotr Mazik","prof. Jacek Leociak"
"Kryształowy fortepian","Zbigniew Parafianowicz","Małgorzata Nocuń, „Nowa Europa Wschodnia”"
"Kryształowy fortepian","Michał Potocki","Małgorzata Nocuń, „Nowa Europa Wschodnia”"
"Krzyżyk niespodziany","Bartłomiej Kuraś","Łukasz Grzymisławski, „Gazeta Wyborcza”"
"Krzyżyk niespodziany","Paweł Smoleński","Łukasz Grzymisławski, „Gazeta Wyborcza”"
"Księga wyjścia","Mikołaj Grynberg","Justyna Sobolewska"
"Księżycowy pył","Andrew Smith","„The Guardian”"
"Księżycowy pył","Andrew Smith","Christopher Sylvester, „The Sunday Times”"
"Księżycowy pył","Andrew Smith","„The Observer”"
"Księżycowy pył","Andrew Smith","Sinclair McKay, „Daily Telegraph”"
"Księżycowy pył","Andrew Smith","David Honigmann, „The Financial Times”"
"Księżycowy pył","Andrew Smith","William Leith, „Evening Standard Books of the Year”"
"Księżycowy pył","Andrew Smith","David Bowie"
"Kto odejdzie, już nie wróci","Shulem Deen","Katarzyna Czajka-Kominiarczuk, Zwierz Popkulturalny"
"Kto odejdzie, już nie wróci","Shulem Deen","„The Boston Globe”"
"Kto odejdzie, już nie wróci","Shulem Deen","„Publishers Weekly”"
"Kto odejdzie, już nie wróci","Shulem Deen","Joshua Henkin"
"Kto odejdzie, już nie wróci","Shulem Deen","„Star Tribune”"
"Kto odejdzie, już nie wróci","Shulem Deen","„Chicago Tribune”"
"Kto znajduje, źle szukał","Aglaja Veteranyi","Katarzyna Leszczyńska"
"Kto znajduje, źle szukał","Aglaja Veteranyi","Piotr Kofta"
"Kuchnia osadników","Yasmin Alibhai-Brown","„Sunday Times”"
"Kuchnia osadników","Yasmin Alibhai-Brown","Meera Syal"
"Kuchnia osadników","Yasmin Alibhai-Brown","A. A. Gill"
"Kuchnia osadników","Yasmin Alibhai-Brown","„Irish Times”"
"Kuchnia osadników","Yasmin Alibhai-Brown","„Metro”"
"Kuchnia osadników","Yasmin Alibhai-Brown","„Independent”"
"Kuchnia osadników","Yasmin Alibhai-Brown","„Guardian”"
"Kuchnia osadników","Yasmin Alibhai-Brown","„The Times”"
"Kuchnia osadników","Yasmin Alibhai-Brown","„London Review of Books”"
"Kuchnia osadników","Yasmin Alibhai-Brown","„New Humanist”"
"Ku Klux Klan","Katarzyna Surmiak-Domańska","Ziemowit Szczerek"
"Kultura kłamstwa","Dubravka Ugresic","Marta Mizuro"
"Kultura kłamstwa","Dubravka Ugresic","Dubravka Ugresic"
"Kwestia charakteru","Sylwia Chutnik","Shana Penn"
"Kwestia charakteru","Monika Sznajderman","Shana Penn"
"Kwiaty w pudełku","Karolina Bednarz","Sylwia Chutnik"
"Lachert i Szanajca","Beata Chomątowska","Filip Springer"
"Lady Day śpiewa bluesa","William Dufty","Jacek Hawryluk, Program 2 Polskiego Radia"
"Lady Day śpiewa bluesa","Billie Holiday","Jacek Hawryluk, Program 2 Polskiego Radia"
"Laleczki skazańców","Linda Polman","Karolina Sulej"
"Laleczki skazańców","Linda Polman","„Elsevier”"
"Laleczki skazańców","Linda Polman","„De Correspondent”"
"Laleczki skazańców","Linda Polman","„De Telegraaf”"
"Laleczki skazańców","Linda Polman","Jellie Brouwer, Radio Kunststof"
"Langosz w jurcie","Krzysztof Varga","Wojtek Smarzowski"
"Las nie uprzedza","Krzysztof Środa","Ziemowit Szczerek"
"Las zbliża się powoli","Rafał Hetman","Katarzyna Kobylarczyk"
"Lata","Annie Ernaux","Grażyna Plebanek"
"Lata","Annie Ernaux","„The New York Times Book Review”"
"Lata","Annie Ernaux","„Los Angeles Times”"
"Lata","Annie Ernaux","„Los Angeles Review of Books”"
"Lata","Annie Ernaux","„The Guardian”"
"Lato polarne","Anne Swärd","Justyna Czechowska"
"Lato polarne","Anne Swärd","Joanna Wajs"
"Lato polarne","Anne Swärd","Eva Johansson"
"Lato polarne","Anne Swärd","Ewa Sonnenberg"
"Lawina i kamienie","Anna Bikont","Jerzy Pilch, „Dziennik”"
"Lawina i kamienie","Anna Bikont","Wiesław Władyka, „Polityka”"
"Lawina i kamienie","Anna Bikont","Ewa Szumańska, „Tygodnik Powszechny”"
"Lawina i kamienie","Anna Bikont","Adam Michnik, „Gazeta Wyborcza”"
"Lawina i kamienie","Anna Bikont","Lidia Burska, Instytut Badań Literackich PAN"
"Lawina i kamienie","Joanna Szczęsna","Jerzy Pilch, „Dziennik”"
"Lawina i kamienie","Joanna Szczęsna","Wiesław Władyka, „Polityka”"
"Lawina i kamienie","Joanna Szczęsna","Ewa Szumańska, „Tygodnik Powszechny”"
"Lawina i kamienie","Joanna Szczęsna","Adam Michnik, „Gazeta Wyborcza”"
"Lawina i kamienie","Joanna Szczęsna","Lidia Burska, Instytut Badań Literackich PAN"
"Lecę","Jan Pelczar","Autor"
"Legenda żeglujących gór","Paolo Rumiz","Jarosław Mikołajewski"
"Lekcje ciemności","Dariusz Czaja","Ireneusz Kania"
"Lekcje ciemności","Dariusz Czaja","Paweł Próchniak"
"Leksykon miast intymnych","Jurij Andruchowycz","Dariusz Czaja"
"Leksykon miast intymnych","Jurij Andruchowycz","Joanna Szwedowska, Polskie Radio"
"Lem","Wojciech Orliński","Tomasz Lem"
"Lepperiada","Marcin Kącki","Andrzej Skworz"
"Lepperiada","Marcin Kącki","Tomasz Lis"
"Letarg","Thomas Enger","The Guardian"
"Letarg","Thomas Enger","Børsen"
"Letarg","Thomas Enger","wuz.it"
"Leyla","Feridun Zaimoglu","Witold Szabłowski"
"Lis już wtedy był myśliwym","Herta Müller","Justyna Sobolewska"
"Lis już wtedy był myśliwym","Herta Müller","Gazeta Wyborcza"
"Listy","Allen Ginsberg","Piotr Siemion"
"Listy","Allen Ginsberg","Mirosław Pęczak"
"Listy.","Jack Kerouac","Piotr Siemion"
"Listy.","Jack Kerouac","Piotr Bratkowski"
"Listy.","Jack Kerouac","The New York Times"
"Listy.","Jack Kerouac","San Francisco Chronicle"
"Listy.","Allen Ginsberg","Piotr Siemion"
"Listy.","Allen Ginsberg","Piotr Bratkowski"
"Listy.","Allen Ginsberg","The New York Times"
"Listy.","Allen Ginsberg","San Francisco Chronicle"
"Listy do mojego oprawcy","Huszang Asadi","Jerzy Haszczyński"
"Listy do mojego oprawcy","Huszang Asadi","Marcin Rzepka, iranista, pracownik Instytutu Historii Uniwersytetu Papieskiego Jana Pawła II w Krakowie, współpracownik czasopisma internetowego BliskiWschód.pl"
"Litwa po litewsku","Dominik Wilczewski","Piotr Kępiński"
"Lodowa kąpiel","Kjell Ola Dahl","„Politiken”"
"Lodowa kąpiel","Kjell Ola Dahl","NRK2"
"Lodowa kąpiel","Kjell Ola Dahl","„Aftenposten”"
"Londyńczycy","Ewa Winnicka","Chris Niedenthal"
"Londyńczycy (wydanie II poszerzone)","Ewa Winnicka","Mariusz Szczygieł"
"Los Angeles","Rosecrans Baldwin","Magda Działoszyńska-Kossow"
"Los Angeles","Rosecrans Baldwin","Alexandra Jacobs, „The New York Times Book Review”"
"Los Angeles","Rosecrans Baldwin","Marc Weingarten, „The Wall Street Journal”"
"Los Angeles","Rosecrans Baldwin","Geoffrey Gagnon, „GQ”"
"Los Angeles","Rosecrans Baldwin","Alissa Walker, „Vulture”"
"Los Angeles","Rosecrans Baldwin","„Alta Magazine”"
"Los Angeles","Rosecrans Baldwin","„Booklist”"
"Los Angeles","Rosecrans Baldwin","„Publishers Weekly”"
"Los Angeles","Rosecrans Baldwin","Jeff Weiss, redaktor naczelny „The LAnd Magazine”"
"Los Angeles","Rosecrans Baldwin","Jonathan Bell, „Wallpaper*”"
"Lud","Ilona Wiśniewska","Paweł Sołtys"
"Ludzie za ścianą","Friedrich Ani","„ARD Druckfrisch”"
"Ludzie za ścianą","Friedrich Ani","„Berliner Morgenpost”"
"Ludzie za ścianą","Friedrich Ani","„NDR Info”"
"Ludzie za ścianą","Friedrich Ani","„Frankfurter Rundschau”"
"Ludzkie potwory","Nikki Meredith","prof. Monika Płatek"
"Ludzkie potwory","Nikki Meredith","„Clues and Reviews”"
"Ludzkie potwory","Nikki Meredith","„Shelf Awareness”"
"Lustro o północy","Adam Hochschild","Aleksander Kaczorowski"
"Lustro o północy","Adam Hochschild","„Kirkus Reviews”"
"Lustro o północy","Adam Hochschild","„Publishers Weekly”"
"Lustro o północy","Adam Hochschild","Mike Printz, „School Library Journal”"
"Lustro o północy","Adam Hochschild","Louise Leonard, Biblioteka Universytetu Floryda"
"Łaska","Anna Kańtoch","Marta Guzowska"
"Łaskawszy niż samotność","Yiyun Li","Salman Rushdie"
"Łaskawszy niż samotność","Yiyun Li","Paul Harding"
"Łaskawszy niż samotność","Yiyun Li","Mona Simspon"
"Łaskawszy niż samotność","Yiyun Li","Ayanna Mathis"
"Łódź","Wojciech Górecki","Hanna Krall"
"Łódź","Bartosz Józefiak","Hanna Krall"
"Łyski liczą do trzech","Olga Hund","Ziemowit Szczerek"
"Macica","Leah Hazard","Aga Szuścik, autorka książki „GinekoLOGICZNIE”"
"Macica","Leah Hazard","„New York Times Book Review”"
"Macica","Leah Hazard","„Library Journal”"
"Macica","Leah Hazard","„Publishers Weekly”"
"Macica","Leah Hazard","Katherine May"
"Macierzyństwo non-fiction","Joanna Czeczott","Justyna Bargielska"
"Macierzyństwo non-fiction","Joanna Czeczott","Tomasz Kwaśniewski"
"Macierzyństwo non-fiction","Joanna Czeczott","Justyna Sobolewska"
"Maestro","Marcin Kącki","Marcin Kącki"
"Małe Karpaty","Ján Púček","Adam Robiński"
"Małe lisy","Justyna Bargielska","Darek Foks"
"Małe lisy","Justyna Bargielska","Jerzy Jarniewicz"
"Małe lisy","Justyna Bargielska","Damian M. Krąpiec"
"Małe lisy","Justyna Bargielska","Juliusz Kurkiewicz"
"Małe palce","Filip Florian","Natasza Goerke"
"Mały złoty pierścionek","Kjell Ola Dahl","„Dagbladet”"
"Mały złoty pierścionek","Kjell Ola Dahl","„Stavanger Aftenblad”"
"Mały złoty pierścionek","Kjell Ola Dahl","„Bärgslagsbladet”"
"Mały złoty pierścionek","Kjell Ola Dahl","„Publishers Weekly”"
"Mały złoty pierścionek","Kjell Ola Dahl","„The Independent”"
"Mały złoty pierścionek","Kjell Ola Dahl","Karin Fossum"
"Manekin w peniuarze","Magdalena Idem","Aleksandra Boćkowska"
"Marakesz","Václav Pankovčín","Jacek Bukowski"
"Marakesz","Václav Pankovčín","Aleksander Kaczorowski"
"Marines","Michael Golembesky","Błażej Bierczyński, „SPECIAL OPS”"
"Marines","John R. Bruning","Błażej Bierczyński, „SPECIAL OPS”"
"Marlene","Angelika Kuźniak","Agata Tuszyńska"
"Marlene","Angelika Kuźniak","Małgorzata Szejnert"
"Martwy klif","Jędrzej Pasierski","Aleksandra Popławska"
"Maska Afryki","V.S. Naipaul","ks. dr hab. Jacek Jan Pawlik"
"Maska Afryki","V.S. Naipaul","Alex Perry, „Time Magazine”"
"Maska Afryki","V.S. Naipaul","„Publisher’s Weekly”"
"Maska Afryki","V.S. Naipaul","Eliza Griswold, „The New York Times Book Review”"
"Matka wynalazku","Katrine Marçal","Karolina Głowacka, TOK FM, autorka podcastu „Radio naukowe”"
"Matrymonium","Alicja Urbanik-Kopeć","Zofia Fabjanowska, redaktorka działu kultury „Zwierciadła”"
"Mazel tow","J.S. Margot","Michał Nogaś"
"Mazel tow","J.S. Margot","Deborah Feldman, autorka „Unorthodox”"
"Mazel tow","J.S. Margot","„De Standaard der Letteren”"
"Mazel tow","J.S. Margot","„Het Nieuwsblad”"
"Mazel tow","J.S. Margot","De Sleutel"
"Mazel tow","J.S. Margot","Cutting Edge"
"Mazel tow","J.S. Margot","Mappa Libri"
"Mekka","Ziauddin Sardar","prof. Zbigniew Mikołejko"
"Mekka","Ziauddin Sardar","William Dalrymple, „The Observer”"
"Mekka","Ziauddin Sardar","Seema Chishti, „The Indian Express”"
"Mekka","Ziauddin Sardar","Lynx Qualey, „Caixin Online”"
"Mekka","Ziauddin Sardar","„The Spectator”"
"Mężczyzna o twarzy mordercy","Matti Rönkä","„Bayerischer Rundfunk”"
"Mężczyzna o twarzy mordercy","Matti Rönkä","Focus online"
"Mężczyzna o twarzy mordercy","Matti Rönkä","„Kaliber 38”"
"Mężczyzna o twarzy mordercy","Matti Rönkä","„Tages-Anzeiger”"
"Mężczyzna o twarzy mordercy","Matti Rönkä","„Stuttgarter Zeitung”"
"Mężczyzna o twarzy mordercy","Matti Rönkä","„Frankfurter Rundschau”"
"Mężczyzna w oknie","Kjell Ola Dahl","„Värnamo Nyheter” (Szwecja)"
"Mężczyzna w oknie","Kjell Ola Dahl","„Westdeutsche Zeitung” (Niemcy)"
"Mężczyzna z laserem","Gellert Tamas","Paweł Sulik, TOK FM"
"Mężczyzna z laserem","Gellert Tamas","Per Olov Enquist, „Expressen”"
"Mężczyzna z laserem","Gellert Tamas","Magnus Utvik, „Swedish Television, SVT Morgon”"
"Mezopotamia","Serhij Żadan","Agnieszka Lichnerowicz"
"Mezopotamia","Serhij Żadan","Rafał Bryndal"
"Miami 1980","Nicholas Griffin","Marta Zdzieborska"
"Miami 1980","Nicholas Griffin","„The New York Times Book Review”"
"Miami 1980","Nicholas Griffin","Gary Krist"
"Miasteczko Panna Maria","Ewa Winnicka","Wojciech Orliński"
"Miasto bajka","Paulina Siegień","Ludwika Włodek"
"Miasto biesów","Albert Jawłowski","Marek Radziwon"
"Miasto cierni","Ben Rawlence","Janina Ochojska"
"Miasto cierni","Ben Rawlence","Yasmin Alibhai-Brown"
"Miasto cierni","Ben Rawlence","Howard French, „The Wall Street Journal”"
"Miasto cierni","Ben Rawlence","„Minneapolis Star Tribune”"
"Miasto cierni","Ben Rawlence","„Chicago Tribune”"
"Miasto cierni","Ben Rawlence","„The Sunday Times”"
"Miasto cierni","Ben Rawlence","„Kirkus Reviews”"
"Miasto cierni","Ben Rawlence","„The New York Times Book Review”"
"Miasto dla kobiet","Leslie Kern","Kacper Pobłocki"
"Miasto dla kobiet","Leslie Kern","Julia DeVarti, Literati Bookstore"
"Miasto dla kobiet","Leslie Kern","Lauren Elkin"
"Miasto dla kobiet","Leslie Kern","„Kirkus Reviews”"
"Miasto dla kobiet","Leslie Kern","Tanisha Rule, Foreword Reviews"
"Miasto dla kobiet","Leslie Kern","LSE Review of Books"
"Miasto dla kobiet","Leslie Kern","Diana Budds, Curbed"
"Miasto dla kobiet","Leslie Kern","Ron Jacobs, CounterPunch"
"Miasto dzieci świata","Beata Chomątowska","Sylwia Chutnik"
"Miasto zwane samotnością","Olivia Laing","Stach Szabłowski"
"Miasto zwane samotnością","Olivia Laing","Matthew Adams, „The National”"
"Miasto zwane samotnością","Olivia Laing","Deborah Levy"
